command,description,os,generated_command,pos_tags
nbtstat,display networking statistics netbios over tcpip,macos,,"[('display', 'VERB'), ('networking', 'VERB'), ('statistics', 'NOUN'), ('netbios', 'NOUN'), ('over', 'ADP'), ('tcpip', 'NOUN')]"
netstat,display networking statistics tcpip,macos,,"[('display', 'VERB'), ('networking', 'VERB'), ('statistics', 'NOUN'), ('tcpip', 'NOUN')]"
nlsinfo,display locale information reskit,macos,,"[('display', 'VERB'), ('locale', 'ADJ'), ('information', 'NOUN'), ('reskit', 'NOUN')]"
nltest,network location test ad,macos,,"[('network', 'NOUN'), ('location', 'NOUN'), ('test', 'NOUN'), ('ad', 'NOUN')]"
nmbind,manage hyperv network bindings,macos,,"[('manage', 'VERB'), ('hyperv', 'NOUN'), ('network', 'NOUN'), ('bindings', 'NOUN')]"
now,display the current date and time,macos,,"[('display', 'VERB'), ('the', 'DET'), ('current', 'ADJ'), ('date', 'NOUN'), ('and', 'CCONJ'), ('time', 'NOUN')]"
nslookup,name server lookup,macos,,"[('name', 'NOUN'), ('server', 'NOUN'), ('lookup', 'NOUN')]"
ntbackup,windows backup folders to tape,macos,,"[('windows', 'PROPN'), ('backup', 'VERB'), ('folders', 'NOUN'), ('to', 'PART'), ('tape', 'VERB')]"
ntdsutil,active directory domain services management,macos,,"[('active', 'ADJ'), ('directory', 'NOUN'), ('domain', 'NOUN'), ('services', 'NOUN'), ('management', 'NOUN')]"
ntrights,edit user account rights,macos,,"[('edit', 'PROPN'), ('user', 'NOUN'), ('account', 'NOUN'), ('rights', 'NOUN')]"
nvspbind,modify network bindings,macos,,"[('modify', 'VERB'), ('network', 'NOUN'), ('bindings', 'NOUN')]"
openfiles,query or display open files,macos,,"[('query', 'NOUN'), ('or', 'CCONJ'), ('display', 'VERB'), ('open', 'ADJ'), ('files', 'NOUN')]"
path,display or set a search path for executable files ,macos,,"[('display', 'VERB'), ('or', 'CCONJ'), ('set', 'VERB'), ('a', 'DET'), ('search', 'NOUN'), ('path', 'NOUN'), ('for', 'ADP'), ('executable', 'ADJ'), ('files', 'NOUN')]"
pathping,trace route plus network latency and packet loss,macos,,"[('trace', 'PROPN'), ('route', 'NOUN'), ('plus', 'CCONJ'), ('network', 'NOUN'), ('latency', 'NOUN'), ('and', 'CCONJ'), ('packet', 'NOUN'), ('loss', 'NOUN')]"
pause,suspend processing of a batch file ,macos,,"[('suspend', 'VERB'), ('processing', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('batch', 'NOUN'), ('file', 'NOUN')]"
perms,show permissions for a user,macos,,"[('show', 'VERB'), ('permissions', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('user', 'NOUN')]"
ping,test a network connection,macos,,"[('test', 'VERB'), ('a', 'DET'), ('network', 'NOUN'), ('connection', 'NOUN')]"
pktmon,monitor internal packet propagation and packet drop reports,macos,,"[('monitor', 'VERB'), ('internal', 'ADJ'), ('packet', 'NOUN'), ('propagation', 'NOUN'), ('and', 'CCONJ'), ('packet', 'ADJ'), ('drop', 'NOUN'), ('reports', 'NOUN')]"
pnputil,plug and play utility,macos,,"[('plug', 'VERB'), ('and', 'CCONJ'), ('play', 'VERB'), ('utility', 'NOUN')]"
popd,return to a previous directory saved by pushd ,macos,,"[('return', 'VERB'), ('to', 'ADP'), ('a', 'DET'), ('previous', 'ADJ'), ('directory', 'NOUN'), ('saved', 'VERB'), ('by', 'ADP'), ('pushd', 'NOUN')]"
portqry,display the status of ports and services,macos,,"[('display', 'VERB'), ('the', 'DET'), ('status', 'NOUN'), ('of', 'ADP'), ('ports', 'NOUN'), ('and', 'CCONJ'), ('services', 'NOUN')]"
powercfg,configure power settings,macos,,"[('configure', 'NOUN'), ('power', 'NOUN'), ('settings', 'NOUN')]"
print,print a text file,macos,,"[('print', 'VERB'), ('a', 'DET'), ('text', 'NOUN'), ('file', 'NOUN')]"
printbrm,print queue backuprecovery,macos,,"[('print', 'NOUN'), ('queue', 'NOUN'), ('backuprecovery', 'NOUN')]"
prncnfg,configure a printer,macos,,"[('configure', 'VERB'), ('a', 'DET'), ('printer', 'NOUN')]"
prndrvr,add delete or list print drivers,macos,,"[('add', 'VERB'), ('delete', 'ADJ'), ('or', 'CCONJ'), ('list', 'NOUN'), ('print', 'NOUN'), ('drivers', 'NOUN')]"
prnjobs,pause resume cancel or list print jobs,macos,,"[('pause', 'PROPN'), ('resume', 'VERB'), ('cancel', 'NOUN'), ('or', 'CCONJ'), ('list', 'VERB'), ('print', 'NOUN'), ('jobs', 'NOUN')]"
prnmngr,add delete or list printer connections,macos,,"[('add', 'VERB'), ('delete', 'ADJ'), ('or', 'CCONJ'), ('list', 'NOUN'), ('printer', 'NOUN'), ('connections', 'NOUN')]"
prnport,manage printer ports change port configuration,macos,,"[('manage', 'VERB'), ('printer', 'NOUN'), ('ports', 'NOUN'), ('change', 'VERB'), ('port', 'NOUN'), ('configuration', 'NOUN')]"
prnqctl,manage print queues print a test page,macos,,"[('manage', 'VERB'), ('print', 'NOUN'), ('queues', 'NOUN'), ('print', 'VERB'), ('a', 'DET'), ('test', 'NOUN'), ('page', 'NOUN')]"
procdump,monitor an application for cpu spikes,macos,,"[('monitor', 'VERB'), ('an', 'DET'), ('application', 'NOUN'), ('for', 'ADP'), ('cpu', 'NOUN'), ('spikes', 'NOUN')]"
prompt,change the command prompt ,macos,,"[('change', 'VERB'), ('the', 'DET'), ('command', 'NOUN'), ('prompt', 'NOUN')]"
psexec,execute process remotely,macos,,"[('execute', 'VERB'), ('process', 'NOUN'), ('remotely', 'ADV')]"
psfile,show files opened remotely,macos,,"[('show', 'NOUN'), ('files', 'NOUN'), ('opened', 'VERB'), ('remotely', 'ADV')]"
psgetsid,display the sid of a computer or a user,macos,,"[('display', 'VERB'), ('the', 'DET'), ('sid', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('computer', 'NOUN'), ('or', 'CCONJ'), ('a', 'DET'), ('user', 'NOUN')]"
psinfo,list information about a system,macos,,"[('list', 'NOUN'), ('information', 'NOUN'), ('about', 'ADP'), ('a', 'DET'), ('system', 'NOUN')]"
pskill,kill processes by name or process id,macos,,"[('kill', 'VERB'), ('processes', 'NOUN'), ('by', 'ADP'), ('name', 'NOUN'), ('or', 'CCONJ'), ('process', 'NOUN'), ('i', 'NOUN'), ('d', 'NOUN')]"
pslist,list detailed information about processes,macos,,"[('list', 'VERB'), ('detailed', 'ADJ'), ('information', 'NOUN'), ('about', 'ADP'), ('processes', 'NOUN')]"
psloggedon,whos logged on locally or via resource sharing,macos,,"[('who', 'PRON'), ('s', 'AUX'), ('logged', 'VERB'), ('on', 'ADP'), ('locally', 'ADV'), ('or', 'CCONJ'), ('via', 'ADP'), ('resource', 'NOUN'), ('sharing', 'NOUN')]"
psloglist,event log records,macos,,"[('event', 'NOUN'), ('log', 'NOUN'), ('records', 'NOUN')]"
pspasswd,change account password,macos,,"[('change', 'VERB'), ('account', 'NOUN'), ('password', 'NOUN')]"
psping,measure network performance,macos,,"[('measure', 'NOUN'), ('network', 'NOUN'), ('performance', 'NOUN')]"
psservice,view and control services,macos,,"[('view', 'NOUN'), ('and', 'CCONJ'), ('control', 'NOUN'), ('services', 'NOUN')]"
psshutdown,shutdown or reboot a computer,macos,,"[('shutdown', 'NOUN'), ('or', 'CCONJ'), ('reboot', 'ADP'), ('a', 'DET'), ('computer', 'NOUN')]"
pssuspend,suspend processes,macos,,"[('suspend', 'VERB'), ('processes', 'NOUN')]"
pushd,save and then change the current directory ,macos,,"[('save', 'VERB'), ('and', 'CCONJ'), ('then', 'ADV'), ('change', 'VERB'), ('the', 'DET'), ('current', 'ADJ'), ('directory', 'NOUN')]"
qprocess,query process display processes,macos,,"[('query', 'NOUN'), ('process', 'NOUN'), ('display', 'NOUN'), ('processes', 'VERB')]"
qwinsta,query session display all sessions tsremote desktop,macos,,"[('query', 'NOUN'), ('session', 'NOUN'), ('display', 'VERB'), ('all', 'DET'), ('sessions', 'NOUN'), ('tsremote', 'NOUN'), ('desktop', 'NOUN')]"
qappsrv,query termserver list all servers tsremote desktop,macos,,"[('query', 'NOUN'), ('termserver', 'NOUN'), ('list', 'NOUN'), ('all', 'DET'), ('servers', 'NOUN'), ('tsremote', 'VERB'), ('desktop', 'NOUN')]"
quser,query user display user sessions tsremote desktop,macos,,"[('query', 'PROPN'), ('user', 'NOUN'), ('display', 'NOUN'), ('user', 'NOUN'), ('sessions', 'PROPN'), ('tsremote', 'PROPN'), ('desktop', 'NOUN')]"
rasdial,manage ras connections,macos,,"[('manage', 'VERB'), ('ras', 'NOUN'), ('connections', 'NOUN')]"
rasphone,manage ras connections,macos,,"[('manage', 'VERB'), ('ras', 'NOUN'), ('connections', 'NOUN')]"
rd,delete a directory ,macos,,"[('delete', 'VERB'), ('a', 'DET'), ('directory', 'NOUN')]"
recover,recover a damaged file from a defective disk,macos,,"[('recover', 'VERB'), ('a', 'DET'), ('damaged', 'VERB'), ('file', 'NOUN'), ('from', 'ADP'), ('a', 'DET'), ('defective', 'ADJ'), ('disk', 'NOUN')]"
reg,registry read set export delete keys and values,macos,,"[('registry', 'NOUN'), ('read', 'VERB'), ('set', 'VERB'), ('export', 'NOUN'), ('delete', 'ADJ'), ('keys', 'NOUN'), ('and', 'CCONJ'), ('values', 'NOUN')]"
regedit,import or export registry settings,macos,,"[('import', 'NOUN'), ('or', 'CCONJ'), ('export', 'NOUN'), ('registry', 'NOUN'), ('settings', 'NOUN')]"
regsvr32,register or unregister a dll,macos,,"[('register', 'VERB'), ('or', 'CCONJ'), ('unregister', 'VERB'), ('a', 'DET'), ('dll', 'NOUN')]"
regini,change registry permissions,macos,,"[('change', 'VERB'), ('registry', 'NOUN'), ('permissions', 'NOUN')]"
rem,record comments remarks in a batch file ,macos,,"[('record', 'NOUN'), ('comments', 'NOUN'), ('remarks', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('batch', 'NOUN'), ('file', 'NOUN')]"
ren,rename a file or files ,macos,,"[('rename', 'ADJ'), ('a', 'DET'), ('file', 'NOUN'), ('or', 'CCONJ'), ('files', 'NOUN')]"
replace,replace or update one file with another,macos,,"[('replace', 'VERB'), ('or', 'CCONJ'), ('update', 'VERB'), ('one', 'NUM'), ('file', 'NOUN'), ('with', 'ADP'), ('another', 'PRON')]"
reset session,delete a remote desktop session,macos,,"[('delete', 'VERB'), ('a', 'DET'), ('remote', 'ADJ'), ('desktop', 'NOUN'), ('session', 'NOUN')]"
rmdir,delete a directory ,macos,,"[('delete', 'VERB'), ('a', 'DET'), ('directory', 'NOUN')]"
rmtshare,share a folder or a printer,macos,,"[('share', 'VERB'), ('a', 'DET'), ('folder', 'NOUN'), ('or', 'CCONJ'), ('a', 'DET'), ('printer', 'NOUN')]"
robocopy,robust file and folder copy,macos,,"[('robust', 'ADJ'), ('file', 'NOUN'), ('and', 'CCONJ'), ('folder', 'NOUN'), ('copy', 'NOUN')]"
route,manipulate network routing tables,macos,,"[('manipulate', 'NOUN'), ('network', 'NOUN'), ('routing', 'VERB'), ('tables', 'NOUN')]"
run,start  run commands,macos,,"[('start', 'VERB'), (' ', 'SPACE'), ('run', 'VERB'), ('commands', 'NOUN')]"
runas,execute a program under a different user account,macos,,"[('execute', 'VERB'), ('a', 'DET'), ('program', 'NOUN'), ('under', 'ADP'), ('a', 'DET'), ('different', 'ADJ'), ('user', 'NOUN'), ('account', 'NOUN')]"
rundll32,run a dll command addremove print connections,macos,,"[('run', 'VERB'), ('a', 'DET'), ('dll', 'NOUN'), ('command', 'NOUN'), ('addremove', 'NOUN'), ('print', 'NOUN'), ('connections', 'NOUN')]"
sc,service control,macos,,"[('service', 'NOUN'), ('control', 'NOUN')]"
schtasks,schedule a command to run at a specific time,macos,,"[('schedule', 'VERB'), ('a', 'DET'), ('command', 'NOUN'), ('to', 'PART'), ('run', 'VERB'), ('at', 'ADP'), ('a', 'DET'), ('specific', 'ADJ'), ('time', 'NOUN')]"
scriptrunner,run one or more scripts in sequence,macos,,"[('run', 'VERB'), ('one', 'NUM'), ('or', 'CCONJ'), ('more', 'ADJ'), ('scripts', 'NOUN'), ('in', 'ADP'), ('sequence', 'NOUN')]"
set,display set or remove session environment variables ,macos,,"[('display', 'NOUN'), ('set', 'VERB'), ('or', 'CCONJ'), ('remove', 'VERB'), ('session', 'NOUN'), ('environment', 'NOUN'), ('variables', 'NOUN')]"
setlocal,control the visibility of environment variables ,macos,,"[('control', 'VERB'), ('the', 'DET'), ('visibility', 'NOUN'), ('of', 'ADP'), ('environment', 'NOUN'), ('variables', 'NOUN')]"
setobjectsecurity,set security for an object file directory reg key etc,macos,,"[('set', 'VERB'), ('security', 'NOUN'), ('for', 'ADP'), ('an', 'DET'), ('object', 'NOUN'), ('file', 'NOUN'), ('directory', 'NOUN'), ('reg', 'NOUN'), ('key', 'NOUN'), ('etc', 'NOUN')]"
setspn,edit service principal names,macos,,"[('edit', 'PROPN'), ('service', 'NOUN'), ('principal', 'NOUN'), ('names', 'NOUN')]"
setx,set environment variables,macos,,"[('set', 'VERB'), ('environment', 'NOUN'), ('variables', 'NOUN')]"
sfc,system file checker,macos,,"[('system', 'NOUN'), ('file', 'NOUN'), ('checker', 'NOUN')]"
share,list or edit a file share or print share,macos,,"[('list', 'NOUN'), ('or', 'CCONJ'), ('edit', 'VERB'), ('a', 'DET'), ('file', 'NOUN'), ('share', 'NOUN'), ('or', 'CCONJ'), ('print', 'NOUN'), ('share', 'NOUN')]"
shellrunas,run a command under a different user account,macos,,"[('run', 'VERB'), ('a', 'DET'), ('command', 'NOUN'), ('under', 'ADP'), ('a', 'DET'), ('different', 'ADJ'), ('user', 'NOUN'), ('account', 'NOUN')]"
shift,shift the position of batch file parameters ,macos,,"[('shift', 'VERB'), ('the', 'DET'), ('position', 'NOUN'), ('of', 'ADP'), ('batch', 'NOUN'), ('file', 'NOUN'), ('parameters', 'NOUN')]"
shortcut,create a windows shortcut lnk file,macos,,"[('create', 'VERB'), ('a', 'DET'), ('windows', 'NOUN'), ('shortcut', 'VERB'), ('lnk', 'ADJ'), ('file', 'NOUN')]"
shutdown,shutdown the computer,macos,,"[('shutdown', 'VERB'), ('the', 'DET'), ('computer', 'NOUN')]"
sigcheck,display file version no virustotal status  timestamp,macos,,"[('display', 'NOUN'), ('file', 'NOUN'), ('version', 'NOUN'), ('no', 'DET'), ('virustotal', 'ADJ'), ('status', 'NOUN'), (' ', 'SPACE'), ('timestamp', 'NOUN')]"
sleep,wait for x seconds,macos,,"[('wait', 'VERB'), ('for', 'ADP'), ('x', 'PUNCT'), ('seconds', 'NOUN')]"
slmgr,software licensing management,macos,,"[('software', 'NOUN'), ('licensing', 'NOUN'), ('management', 'NOUN')]"
sort,sort input,macos,,"[('sort', 'ADV'), ('input', 'VERB')]"
ssh,openssh remote login client,macos,,"[('openssh', 'PROPN'), ('remote', 'ADJ'), ('login', 'NOUN'), ('client', 'NOUN')]"
start,start a program command or batch file ,macos,,"[('start', 'VERB'), ('a', 'DET'), ('program', 'NOUN'), ('command', 'NOUN'), ('or', 'CCONJ'), ('batch', 'VERB'), ('file', 'NOUN')]"
strings,search for ansi and unicode strings in binary files,macos,,"[('search', 'VERB'), ('for', 'ADP'), ('ansi', 'PROPN'), ('and', 'CCONJ'), ('unicode', 'ADJ'), ('strings', 'NOUN'), ('in', 'ADP'), ('binary', 'ADJ'), ('files', 'NOUN')]"
subinacl,edit file and folder permissions ownership and domain,macos,,"[('edit', 'NOUN'), ('file', 'NOUN'), ('and', 'CCONJ'), ('folder', 'NOUN'), ('permissions', 'NOUN'), ('ownership', 'NOUN'), ('and', 'CCONJ'), ('domain', 'NOUN')]"
subst,associate a path with a drive letter,macos,,"[('associate', 'VERB'), ('a', 'DET'), ('path', 'NOUN'), ('with', 'ADP'), ('a', 'DET'), ('drive', 'NOUN'), ('letter', 'NOUN')]"
sxstrace,diagnose sidebyside problems,macos,,"[('diagnose', 'ADJ'), ('sidebyside', 'NOUN'), ('problems', 'NOUN')]"
sysmon,monitor and log system activity to the windows event log,macos,,"[('monitor', 'VERB'), ('and', 'CCONJ'), ('log', 'NOUN'), ('system', 'NOUN'), ('activity', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('windows', 'NOUN'), ('event', 'NOUN'), ('log', 'NOUN')]"
systeminfo,list system configuration,macos,,"[('list', 'NOUN'), ('system', 'NOUN'), ('configuration', 'NOUN')]"
takeown,take ownership of a file,macos,,"[('take', 'VERB'), ('ownership', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('file', 'NOUN')]"
tar,store list or extract files in an archive,macos,,"[('store', 'NOUN'), ('list', 'NOUN'), ('or', 'CCONJ'), ('extract', 'VERB'), ('files', 'NOUN'), ('in', 'ADP'), ('an', 'DET'), ('archive', 'NOUN')]"
tasklist,list running applications and services,macos,,"[('list', 'NOUN'), ('running', 'NOUN'), ('applications', 'NOUN'), ('and', 'CCONJ'), ('services', 'NOUN')]"
taskkill,end a running process,macos,,"[('end', 'VERB'), ('a', 'DET'), ('running', 'NOUN'), ('process', 'NOUN')]"
telnet,communicate with another host using the telnet protocol,macos,,"[('communicate', 'VERB'), ('with', 'ADP'), ('another', 'DET'), ('host', 'NOUN'), ('using', 'VERB'), ('the', 'DET'), ('telnet', 'NOUN'), ('protocol', 'NOUN')]"
time,display or set the system time ,macos,,"[('display', 'VERB'), ('or', 'CCONJ'), ('set', 'VERB'), ('the', 'DET'), ('system', 'NOUN'), ('time', 'NOUN')]"
timeout,delay processing of a batch filecommand,macos,,"[('delay', 'VERB'), ('processing', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('batch', 'NOUN'), ('filecommand', 'NOUN')]"
title,set the window title for a cmdexe session ,macos,,"[('set', 'VERB'), ('the', 'DET'), ('window', 'NOUN'), ('title', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('cmdexe', 'ADJ'), ('session', 'NOUN')]"
tlist,task list with full path,macos,,"[('task', 'NOUN'), ('list', 'NOUN'), ('with', 'ADP'), ('full', 'ADJ'), ('path', 'NOUN')]"
touch,change file timestamps,macos,,"[('change', 'VERB'), ('file', 'NOUN'), ('timestamps', 'NOUN')]"
tracert,trace route to a remote host,macos,,"[('trace', 'NOUN'), ('route', 'NOUN'), ('to', 'ADP'), ('a', 'DET'), ('remote', 'ADJ'), ('host', 'NOUN')]"
tree,graphical display of folder structure,macos,,"[('graphical', 'ADJ'), ('display', 'NOUN'), ('of', 'ADP'), ('folder', 'NOUN'), ('structure', 'NOUN')]"
tsdiscon,disconnect a remote desktop session,macos,,"[('disconnect', 'VERB'), ('a', 'DET'), ('remote', 'ADJ'), ('desktop', 'NOUN'), ('session', 'NOUN')]"
tskill,end a running process,macos,,"[('end', 'VERB'), ('a', 'DET'), ('running', 'NOUN'), ('process', 'NOUN')]"
type,display the contents of a text file ,macos,,"[('display', 'VERB'), ('the', 'DET'), ('contents', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('text', 'NOUN'), ('file', 'NOUN')]"
typeperf,write performance monitor data to a log file,macos,,"[('write', 'VERB'), ('performance', 'NOUN'), ('monitor', 'NOUN'), ('data', 'NOUN'), ('to', 'ADP'), ('a', 'DET'), ('log', 'NOUN'), ('file', 'NOUN')]"
tzutil,time zone utility,macos,,"[('time', 'NOUN'), ('zone', 'NOUN'), ('utility', 'NOUN')]"
vbc,visual basic compiler,macos,,"[('visual', 'ADJ'), ('basic', 'ADJ'), ('compiler', 'NOUN')]"
ver,display version information ,macos,,"[('display', 'VERB'), ('version', 'NOUN'), ('information', 'NOUN')]"
verify,verify that files have been saved ,macos,,"[('verify', 'VERB'), ('that', 'SCONJ'), ('files', 'NOUN'), ('have', 'AUX'), ('been', 'AUX'), ('saved', 'VERB')]"
vmconnect,connect to a hyperv virtual machine,macos,,"[('connect', 'VERB'), ('to', 'ADP'), ('a', 'DET'), ('hyperv', 'NOUN'), ('virtual', 'ADJ'), ('machine', 'NOUN')]"
vol,display a disk label ,macos,,"[('display', 'VERB'), ('a', 'DET'), ('disk', 'NOUN'), ('label', 'NOUN')]"
vssadmin,display volume shadow copy backups  writersproviders,macos,,"[('display', 'PROPN'), ('volume', 'NOUN'), ('shadow', 'NOUN'), ('copy', 'NOUN'), ('backups', 'NOUN'), (' ', 'SPACE'), ('writersproviders', 'NOUN')]"
w32tm,time service,macos,,"[('time', 'NOUN'), ('service', 'NOUN')]"
waitfor,wait for or send a signal,macos,,"[('wait', 'VERB'), ('for', 'ADP'), ('or', 'CCONJ'), ('send', 'VERB'), ('a', 'DET'), ('signal', 'NOUN')]"
wbadmin,windows backup admin,macos,,"[('windows', 'PROPN'), ('backup', 'PROPN'), ('admin', 'VERB')]"
wecutil,windows event collector utility,macos,,"[('windows', 'PROPN'), ('event', 'NOUN'), ('collector', 'NOUN'), ('utility', 'NOUN')]"
wevtutil,clear event logs enabledisablequery logs,macos,,"[('clear', 'ADJ'), ('event', 'NOUN'), ('logs', 'VERB'), ('enabledisablequery', 'NOUN'), ('logs', 'NOUN')]"
where,locate and display files in a directory tree,macos,,"[('locate', 'VERB'), ('and', 'CCONJ'), ('display', 'VERB'), ('files', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('directory', 'NOUN'), ('tree', 'NOUN')]"
whoami,output the current username and domain,macos,,"[('output', 'VERB'), ('the', 'DET'), ('current', 'ADJ'), ('username', 'NOUN'), ('and', 'CCONJ'), ('domain', 'NOUN')]"
whois,lookup the registration record for a domain,macos,,"[('lookup', 'NOUN'), ('the', 'DET'), ('registration', 'NOUN'), ('record', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('domain', 'NOUN')]"
windiff,compare the contents of two files or sets of files,macos,,"[('compare', 'VERB'), ('the', 'DET'), ('contents', 'NOUN'), ('of', 'ADP'), ('two', 'NUM'), ('files', 'NOUN'), ('or', 'CCONJ'), ('sets', 'NOUN'), ('of', 'ADP'), ('files', 'NOUN')]"
winget,windows package manager coming may 2021,macos,,"[('windows', 'PROPN'), ('package', 'NOUN'), ('manager', 'NOUN'), ('coming', 'VERB'), ('may', 'AUX'), ('2021', 'NUM')]"
winmgmt,manage the wmi servicewmi repository,macos,,"[('manage', 'VERB'), ('the', 'DET'), ('wmi', 'NOUN'), ('servicewmi', 'NOUN'), ('repository', 'NOUN')]"
winrm,windows remote management,macos,,"[('windows', 'PROPN'), ('remote', 'ADJ'), ('management', 'NOUN')]"
winrs,windows remote shell,macos,,"[('windows', 'PROPN'), ('remote', 'ADJ'), ('shell', 'NOUN')]"
wmic,wmi commands,macos,,"[('wmi', 'PROPN'), ('commands', 'NOUN')]"
wpeutil,run preinstallation environment winpe commands,macos,,"[('run', 'VERB'), ('preinstallation', 'NOUN'), ('environment', 'NOUN'), ('winpe', 'VERB'), ('commands', 'NOUN')]"
wpr,windows performance recorder,macos,,"[('windows', 'PROPN'), ('performance', 'NOUN'), ('recorder', 'NOUN')]"
wt,windows terminal,macos,,"[('windows', 'PROPN'), ('terminal', 'NOUN')]"
wusa,windows update standalone installer,macos,,"[('windows', 'NOUN'), ('update', 'VERB'), ('standalone', 'ADJ'), ('installer', 'NOUN')]"
wuauclt,windows update,macos,,"[('windows', 'NOUN'), ('update', 'NOUN')]"
xcacls,change file and folder permissions,macos,,"[('change', 'VERB'), ('file', 'NOUN'), ('and', 'CCONJ'), ('folder', 'NOUN'), ('permissions', 'NOUN')]"
xcopy,copy files and folders,macos,,"[('copy', 'VERB'), ('files', 'NOUN'), ('and', 'CCONJ'), ('folders', 'NOUN')]"
,comment  remark ,macos,,"[('comment', 'NOUN'), (' ', 'SPACE'), ('remark', 'NOUN')]"
